Subject,Course,CRN,Course Title,Course Section,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor
IB,110,73116,Race and Environmental Biology,G,DIS,0,22,0,0,0,0,0,0,0,0,0,0,1,0,3.83,"Harmon-Threatt, Alexandra"
IB,110,73117,Race and Environmental Biology,H,DIS,0,20,0,0,1,0,0,2,0,0,0,0,0,0,3.78,"Harmon-Threatt, Alexandra"
IB,150,35460,Organismal & Evolutionary Biol,AL1,OLC,30,133,73,70,80,58,36,30,19,12,9,4,18,3,3.06,"Clegg, Benjamin F"
IB,150,35412,Organismal & Evolutionary Biol,CL2,LEC,1,26,8,14,24,10,9,12,5,5,1,0,3,0,2.91,"Clegg, Benjamin F"
IB,199,41563,Undergraduate Open Seminar,MR1,OD,0,105,0,0,5,0,0,5,0,0,0,0,4,0,3.74,"Arias, Lily"
IB,203,35519,Ecology,AB4,LAB,4,12,1,2,3,0,0,0,0,0,0,0,0,0,3.79,"O'Dwyer, James P"
IB,203,35539,Ecology,AB9,LAB,1,11,2,3,3,0,1,0,0,0,0,0,0,0,3.65,"O'Dwyer, James P"
IB,203,35752,Ecology,ABA,LAB,5,11,3,1,1,0,0,0,0,0,0,0,0,0,3.87,"O'Dwyer, James P"
IB,204,49804,Genetics,AL1,OLC,1,52,28,22,71,14,13,19,13,0,2,2,3,2,3.05,"Marshall-Colon, Amy"
IB,230,74458,Pandemics,AL1,OLC,14,24,6,0,2,3,1,4,0,0,0,1,2,0,3.49,"Allan, Brian F"
IB,303,68278,Anatomy,AL1,LEC,0,10,6,6,12,13,2,15,5,6,4,0,2,0,2.56,"Anderson, Philip S"
IB,360,58032,Evolution and Human Health,AL1,ONL,3,69,4,3,2,0,0,1,1,0,0,0,0,0,3.88,"Roseman, Charles C"
IB,362,70371,Marine Biology,A,LEC,4,31,16,4,9,4,1,0,1,1,0,1,1,0,3.5,"Caceres, Carla E"
IB,372,49618,Ecology and Evolution,A,LEC,7,7,5,2,0,0,0,0,0,0,0,0,0,0,3.86,"Dalling, James W"
IB,411,62360,Bioinspiration,AL1,OLC,19,14,5,3,2,2,1,0,0,0,1,0,4,1,3.43,"Alleyne, Marianne"
IB,462,54272,Mammalogy,AL1,LEC,2,8,7,3,4,2,1,0,1,0,0,0,0,0,3.47,"Miller, Daniel J"
IB,468,35484,Insect Classification and Evol,AL1,LEC,4,9,3,4,2,0,1,0,0,0,0,0,0,0,3.68,"Whitfield, James B"
IB,482,35509,Insect Pest Management,A,LEC,0,18,0,0,4,0,0,0,0,0,0,0,0,0,3.82,"Hanks, Lawrence M"
IB,496,72238,Analysis of Biological Data in,A,LCD,9,23,0,2,0,0,0,0,0,0,0,0,0,1,3.96,"Fuller, Becky C"
IE,300,53217,Analysis of Data,BL1,LEC,0,11,4,4,9,8,4,4,3,2,1,1,3,4,2.72,"Vogiatzis, Chrysafis"
IE,300,61376,Analysis of Data,CL1,LEC,2,3,2,3,2,3,2,4,3,1,0,0,3,3,2.51,"King, Douglas M"
IE,310,31822,Determin Models in Optmzation,AE1,OLC,14,29,24,12,12,11,8,3,0,0,0,1,6,0,3.26,"Sun, Ruoyu"
IE,400,30400,Design & Anlys of Experiments,X,OLC,0,56,0,0,28,0,0,0,0,0,0,0,0,0,3.67,"Cottrell, Brittany S"
IE,405,71532,Computing for ISE,U,LCD,2,10,9,11,8,1,1,0,0,0,0,0,0,0,3.5,"Garg, Jugal"
IE,411,62888,Optimization of Large Systems,A,LCD,5,9,3,1,0,0,2,0,0,0,0,0,2,0,3.5,"Chen, Xin"
IE,431,73806,Design for Six Sigma,A,LCD,0,9,10,7,3,2,0,2,1,0,0,0,0,0,3.41,"Kim, Harrison H"
IE,498,70464,Deep Learning Math & Appl,DL1,OLC,16,5,3,3,2,0,1,0,0,0,1,0,0,0,3.7,"Sowers, Richard B"
IE,522,55481,Statistical Methods in Finance,A,OLC,2,20,12,2,0,0,0,0,0,0,0,0,1,0,3.75,"Feng, Liming"
IE,523,55482,Financial Computing,B,LCD,12,13,1,2,1,1,0,0,0,0,0,0,0,0,3.87,"Sreenivas, Ramavarapu S"
IE,524,60072,Optimization in Finance,A,OLC,2,15,5,1,0,1,0,0,0,0,0,0,0,0,3.85,"Wang, Qiong"
IE,529,66823,Stats of Big Data & Clustering,A,LCD,2,20,4,0,0,0,1,0,0,0,0,0,0,0,3.89,"Beck, Carolyn L"
IHLT,101,59858,Introduction to i-Health,A,LCD,0,92,0,0,15,0,0,1,0,0,1,0,1,0,3.78,"Pulley, Tonya M"
IHLT,101,74079,Introduction to i-Health,ON1,ONL,0,27,0,0,4,0,0,2,0,0,0,0,3,0,3.44,"Pulley, Tonya M"
IHLT,102,69368,Survey of Interdisc Health,B,OLC,35,34,27,7,5,6,0,1,1,1,1,2,4,1,3.52,"Starwalt, Wendy E"
IHLT,230,65122,Leadership in Health,A,LCD,18,7,3,1,0,0,0,0,1,0,0,0,0,0,3.87,"DiFilippo, Kristen N"
IHLT,240,69236,Aging and Health Policy,A,LCD,12,8,4,1,1,1,1,0,0,0,0,0,0,0,3.79,"Bensken, Jeanine D"
IHLT,375,62943,Interdis Collab in Health Serv,A,LEC,2,6,4,0,3,3,1,1,0,1,0,0,1,0,3.15,"DiFilippo, Kristen N"
IHLT,375,71381,Interdis Collab in Health Serv,B,LEC,8,17,3,2,0,0,0,0,0,0,0,0,1,0,3.8,"DiFilippo, Kristen N"
IHLT,474,71382,Pre-Field Experience in Health,B,LEC,0,29,0,0,0,0,0,0,0,0,0,0,2,0,3.74,"Frasca, Elizabeth A"
INFO,199,74861,Intro to Video Game Industry,AL1,OLC,7,20,1,3,2,2,1,0,0,0,0,0,2,0,3.56,"Cermak, Daniel"
INFO,490,65222,Intro to Prog for Data Science,MH,ONL,0,54,11,6,8,3,2,6,0,1,3,0,4,0,3.36,"Haberman, Michael"
INFO,490,51938,Data Machines and the Python,MH2,ONL,0,16,4,2,0,0,1,0,0,0,0,0,2,0,3.51,"Narisetti, Siva Ratna Kum"
IS,100,72958,Exploring the iSchool,A,LCD,40,8,7,2,1,1,1,0,0,0,0,0,0,0,3.87,"Torres, Tony"
IS,100,72959,Exploring the iSchool,B,LCD,31,1,4,3,1,0,0,1,1,0,0,0,4,0,3.46,"Torres, Tony"
IS,100,72961,Exploring the iSchool,ICT,ONL,43,4,0,1,0,0,0,0,0,0,0,0,1,0,3.9,"Torres, Tony"
IS,101,75192,Intro to Information Sciences,AL,OLC,59,23,7,2,3,0,0,1,0,0,0,0,4,0,3.75,"Pintar, Judith A"
IS,199,76157,"iSchool Explore, Engage, Devel",EE2,LCD,21,1,0,0,0,0,0,0,0,0,1,0,0,0,3.87,"Hodson, Rebecca R"
IS,199,74858,Social Hist of Games & Gaming,SHG,LCD,0,15,2,0,1,1,0,1,0,0,1,0,0,0,3.62,"Dubin, David S"
IS,202,68247,Social Aspects Info Tech,AL1,OLC,14,67,34,20,19,8,7,5,1,0,7,0,2,1,3.42,"Sanfilippo, Madelyn R"
IS,203,72972,Analytical Fndts Info Problems,AO,ONL,0,12,7,7,1,0,1,1,0,0,0,0,0,0,3.6,"Wickett, Karen M"
IS,203,72973,Analytical Fndts Info Problems,BO,ONL,1,16,3,4,0,2,0,0,1,0,0,0,0,0,3.68,"Wickett, Karen M"
IS,204,72974,Research Design Info Sciences,AO,ONL,8,5,6,1,1,2,2,0,0,0,0,0,0,0,3.61,"Magee, Rachel M"
IS,204,76083,Research Design Info Sciences,CO,ONL,0,4,13,5,0,0,1,1,0,0,0,0,1,0,3.39,"LaRue, Elizabeth M"
IS,205,72965,Program for Info Problems,AO,ONL,0,18,6,3,5,1,0,1,0,1,0,0,5,0,3.13,"Wickes, Elizabeth D"
IS,206,72966,Intro Database Concepts & Apps,AL,OLC,9,10,23,3,2,2,1,0,0,0,2,2,1,0,3.41,"Evans, Craig S"
IS,226,72975,Introduction to HCI,AO,ONL,3,21,1,1,0,0,1,0,1,0,0,0,0,0,3.82,"Wang, Yang"
IS,229,72967,Web Design Fundamentals,AO,ONL,6,14,2,0,0,1,0,0,0,0,0,0,0,0,3.91,"Hopping, David E"
IS,305,75107,Program for Info Problems II,A,ONL,0,19,1,0,1,0,0,0,0,0,0,0,1,0,3.76,"Wickes, Elizabeth D"
IS,308,72963,"Race, Gender, and Info Tech",A,LCD,0,9,5,1,5,1,0,0,0,1,0,0,1,0,3.33,"Mussulman, David E"
IS,309,72968,Computers and Culture,AO,ONL,1,10,6,3,3,0,0,0,0,0,0,0,1,0,3.54,"Duffy, Damian S"
IS,311,73231,History Fndts of Info Society,A,LCD,0,8,7,7,2,1,1,1,0,0,0,0,1,0,3.36,"Wolske, Martin B"
IS,390,75101,Consulting Info Professionals,CIP,LCD,0,19,4,2,0,0,0,0,0,0,0,0,0,0,3.89,"Song, Yoo-Seong"
IS,407,75113,Introduction to Data Science,AOG,ONL,53,4,0,2,0,0,0,0,0,0,0,0,0,0,3.98,"Besser, Stephanie A"
IS,423,73132,Early Literacy,AOG,ONL,12,10,1,0,0,0,0,0,0,0,0,0,1,0,3.82,"Stier, Zachary L"
IS,430,73216,Foundations Info Processing,AO4,ONL,21,8,1,0,0,0,1,0,0,0,0,0,1,0,3.76,"Trainor, Kevin"
IS,430,73212,Foundations Info Processing,BO4,ONL,24,4,1,0,1,1,0,0,0,0,0,0,1,0,3.76,"Trainor, Kevin"
IS,445,73217,Data Visualization,ACG,LCD,30,11,1,0,0,0,0,1,0,0,0,0,0,0,3.96,"Turk, Matthew J"
IS,446,75130,Systems Analysis and Design,AOG,ONL,5,14,3,0,1,0,0,0,0,0,0,0,0,0,3.91,"Trainor, Kevin"
IS,455,71897,Database Design & Prototyping,AO,ONL,7,15,5,2,1,0,0,0,0,0,0,0,1,0,3.74,"Trainor, Kevin"
IS,455,71895,Database Design & Prototyping,AOG,ONL,0,16,1,1,3,0,0,1,0,0,0,0,0,0,3.73,"Gan, Ryan J"
IS,457,73269,Data Storytelling,AOG,ONL,1,24,5,2,0,0,0,0,0,0,0,0,0,0,3.9,"McDowell, Kathleen"
IS,471,73237,Instruc Strat Tech Info Prof,AO4,ONL,13,7,0,0,1,0,0,0,0,0,0,0,0,0,3.97,"Wong, Melissa A"
IS,496,73855,Design for Social Interact Exp,DE4,ONL,1,9,12,1,0,0,0,1,0,0,0,0,1,0,3.61,"Huang, Yun"
IS,501,73140,Reference and Info Services,AC,LCD,1,17,2,1,2,0,0,0,0,0,0,0,0,0,3.86,"Woodard, Beth S"
IS,501,73142,Reference and Info Services,AO,ONL,1,16,2,1,1,0,0,0,0,0,0,0,0,0,3.89,"Bisbee, Kristina V"
IS,505,69081,Info Org and Access,AC,LCD,0,34,1,0,0,1,0,0,0,0,0,0,0,0,3.95,"Choi, Inkyung"
IS,505,73150,Info Org and Access,BO,ONL,0,33,0,0,3,0,0,1,0,0,0,0,0,0,3.86,"MacMullen, Thomas C"
IS,505,75727,Info Org and Access,DO,ONL,0,21,1,0,2,0,1,0,0,0,0,0,0,0,3.84,"Alvarez, Barbara A"
IS,505,75746,Info Org and Access,EO,ONL,0,23,0,1,1,0,0,0,0,0,0,0,0,0,3.93,"Myers, Christina M"
IS,507,68976,"Data, Stat, Info",AC,LCD,0,65,33,1,0,0,0,0,0,0,0,0,0,0,3.88,"Torvik, Vetle I"
IS,507,68974,"Data, Stat, Info",AO,ONL,0,43,11,1,0,0,0,0,0,0,0,0,1,0,3.85,"Bosch, Nigel"
IS,510,73152,Libraries Info and Society,AO,ONL,6,15,2,0,1,0,0,0,0,0,0,0,0,0,3.93,"La Barre, Kathryn A"
IS,510,73153,Libraries Info and Society,BO,ONL,0,23,0,0,0,1,0,1,0,0,0,0,0,0,3.87,"Nappo, Caroline M"
IS,510,75024,Libraries Info and Society,CC,LCD,9,8,4,0,2,0,0,0,0,0,0,0,0,0,3.86,"Takazawa, Aiko"
IS,510,73989,Libraries Info and Society,DO,ONL,0,16,4,0,0,0,0,0,0,0,0,0,1,0,3.75,"Kritikos, Katie C"
IS,510,75025,Libraries Info and Society,FO,ONL,1,21,0,0,0,0,0,0,0,0,0,0,1,0,3.83,"Abney, Ann C"
IS,515,73157,Information Modeling,AO,ONL,0,51,15,2,0,0,0,0,0,0,0,0,0,0,3.91,"Kilicoglu, Halil"
IS,515,73156,Information Modeling,AO1,ONL,0,21,16,7,7,0,1,0,0,0,0,0,0,0,3.64,"Schneider, Jodi A"
IS,519,70326,Research Design in IS,AO,ONL,0,16,9,5,0,1,0,0,0,0,0,0,0,0,3.75,"Ocepek, Melissa G"
IS,523,73160,Preserving Info Resources,AC,LCD,0,9,5,3,6,0,0,0,0,0,0,0,0,0,3.58,"Teper, Jennifer H"
IS,525,73161,Data Warehousing and BI,AO,ONL,0,36,12,2,0,0,0,0,0,0,0,0,0,0,3.89,"Wonderlich, Michael C"
IS,525,76245,Data Warehousing and BI,BO,ONL,3,33,5,2,0,2,0,1,0,0,0,0,0,0,3.83,"Green, Bobbie J"
IS,530,73163,Collection Development,AO,ONL,1,16,3,0,1,1,0,0,0,0,0,0,0,0,3.85,"Barnhart, Anne C"
IS,530,73162,Collection Development,CO,ONL,0,23,0,0,1,0,0,0,0,0,0,0,0,0,3.96,"Holba Puacz, Jeanne T"
IS,551,73176,Youth Services Librarianship,AO,ONL,5,14,4,0,2,0,0,0,0,0,0,0,0,0,3.87,"Tilley, Carol L"
IS,551,73177,Youth Services Librarianship,BO,ONL,2,7,3,0,9,0,0,0,0,1,0,0,1,0,3.28,"Tilley, Carol L"
IS,563,75557,Fantasy Lit/Media for Youth,FLO,ONL,0,21,0,1,0,1,0,0,0,0,0,0,0,0,3.91,"Hoiem, Elizabeth F"
IS,571,73239,Info Service for Diverse Users,ISO,ONL,0,16,1,2,1,0,0,0,1,0,0,0,0,0,3.81,"Alvarez, Barbara A"
IS,577,75160,Data Mining,AO,ONL,36,17,3,1,1,0,0,0,0,0,0,0,0,0,3.97,"He, Jing Rui"
IS,582,73249,Academic Librarianship,ALO,ONL,12,11,0,1,0,0,0,0,0,0,0,0,0,0,3.97,"Wong, Melissa A"
IS,582,76098,Rare Books and Special Collect,RB2,ONL,1,21,0,0,0,0,0,0,0,0,0,0,1,0,3.83,"Vincler, John M"
IS,582,73251,Rare Books and Special Collect,RBO,ONL,0,22,0,1,0,0,0,0,0,0,0,0,0,0,3.97,"Oliver, Megan A"
IS,583,74052,"Bookbinding: Hist, Princ, Prac",BBO,ONL,13,7,2,1,1,0,0,0,0,0,0,0,0,0,3.9,"Huot, Andrew R"
IS,591,75403,E-Learning,ELO,ONL,15,8,0,0,1,0,0,0,0,0,0,0,1,0,3.71,"Wong, Melissa A"
IS,593,73258,AV Materials Libs & Archives,AVO,ONL,7,13,0,0,0,0,0,1,0,0,0,0,0,0,3.9,"Jones, Jimi L"
IS,597,73264,Progr Analytics & Data Process,PR,LCD,0,20,5,6,5,5,3,1,0,0,0,0,0,0,3.46,"Weible, John D"
IS,597,75251,Progr Analytics & Data Process,PRO,ONL,0,11,4,1,5,2,3,0,3,0,0,0,0,0,3.25,"Weible, John D"
IS,597,76353,Responsible Data Science & AI,RDA,ONL,12,6,2,1,0,0,0,0,0,0,0,0,0,0,3.93,"Diesner, Jana"
ITAL,156,70468,Exploring Rome,A,LCD,4,6,6,4,8,3,5,1,2,1,0,0,9,0,2.56,"Rota, Emanuel"
JOUR,101,75301,Interactive Media & You,ONL,ONL,3,25,5,0,5,4,1,0,0,0,0,0,1,0,3.6,"Ball, Christopher A"
JOUR,200,35316,Introduction to Journalism,B,ONL,38,73,30,35,12,9,10,5,4,5,3,1,10,0,3.32,"Ng, Yee Man Margare"
JOUR,200,69379,Introduction to Journalism,MAJ,LCD,2,15,2,2,6,0,0,1,0,0,0,4,5,0,2.83,"Evans, Christopher R"
JOUR,205,62988,History of American Journalism,1,LCD,0,28,7,9,4,1,4,0,2,0,0,0,2,0,3.42,"Heuman, Joshua M"
JOUR,250,51738,Journalism Ethics & Diversity,A,LCD,0,11,11,2,12,2,0,0,1,1,0,0,0,0,3.38,"Usher, Nikki"
JOUR,293,69163,Digital Photography 4 Everyone,A,LAB,3,6,9,3,2,2,1,0,0,0,0,0,2,0,3.31,"Johnson, Brian K"
JOUR,311,62989,Media Law,A,LCD,0,15,7,6,4,0,0,3,1,0,0,0,0,2,3.48,"Holden, Benjamin A"
JOUR,315,63012,Adv Public Affairs Reporting,AB2,LAB,0,8,8,3,2,0,0,0,0,0,0,0,0,0,3.68,"Houston, Joseph B"
JOUR,361,75320,Classics of Sports Journalism,A,LCD,13,3,2,1,3,0,0,0,0,0,0,0,1,0,3.64,"Warren, Stephen M"
JOUR,450,39936,Media and Public Opinion,1,LCD,0,20,8,1,4,0,0,0,0,0,0,0,0,0,3.78,"Sotirovic, Mirjana"
JOUR,453,75322,Crisis Communications,A,LCD,16,7,5,0,2,0,0,0,0,0,0,0,0,0,3.88,"Warren, Stephen M"
KIN,100,33208,Cond & Wt Control,A1,OLB,0,19,0,0,2,0,0,1,0,0,0,0,0,0,3.82,"Skorin, Nicholas"
KIN,100,33310,Cond & Wt Control,A3,OLB,0,15,0,0,4,0,0,2,0,0,3,0,0,0,3.29,"Kinder, Christopher J"
KIN,100,74591,Walking and Movement Wellness,B8,LAB,0,19,0,0,2,0,0,2,0,0,0,0,1,0,3.58,"North, Jonathan R"
KIN,100,74592,Walking and Movement Wellness,B9,LAB,0,26,0,0,2,0,0,2,0,0,0,0,0,0,3.8,"Adamek, John F"
KIN,102,35039,Bowling,E1,LAB,0,35,0,0,3,0,0,0,0,0,0,0,2,0,3.73,"Morgan, Ashley M"
KIN,102,35065,Bowling,E3,LAB,0,33,0,3,0,0,1,0,0,0,0,0,0,0,3.9,"Miller, Kenneth J"
KIN,103,76240,Badminton,A1,LAB,0,27,0,0,1,0,1,0,0,0,0,0,0,0,3.91,"Choi, Sung Jun"
KIN,104,33212,Ice Skating,A1,LAB,0,18,0,0,2,0,0,2,0,0,1,0,2,0,3.32,"Clarke, Caitlin L"
KIN,104,33340,Ice Skating,A10,LAB,0,35,0,0,7,0,0,0,0,0,1,0,3,0,3.52,"Clarke, Caitlin L"
KIN,104,33291,Ice Skating,A11,LAB,0,35,0,0,4,0,0,2,0,0,0,0,5,0,3.39,"Clarke, Caitlin L"
KIN,104,51809,Ice Skating,A12,LAB,0,46,0,0,4,0,0,2,0,0,0,0,0,1,3.85,"Clarke, Caitlin L"
KIN,104,58989,Ice Skating,A13,LAB,0,50,0,0,3,0,0,1,0,0,0,0,0,0,3.91,"Clarke, Caitlin L"
KIN,104,33299,Ice Skating,A2,LAB,0,21,0,0,3,0,0,2,0,0,0,0,0,0,3.73,"Clarke, Caitlin L"
KIN,104,33312,Ice Skating,A3,LAB,1,25,0,0,4,0,0,0,0,0,0,0,0,0,3.87,"Clarke, Caitlin L"
KIN,104,33314,Ice Skating,A4,LAB,0,28,0,0,3,0,0,0,0,0,1,0,1,0,3.7,"Clarke, Caitlin L"
KIN,104,33315,Ice Skating,A5,LAB,0,34,0,0,2,0,0,1,0,0,0,0,0,0,3.89,"Clarke, Caitlin L"
KIN,104,33334,Ice Skating,A6,LAB,0,37,0,0,3,0,0,0,0,0,0,0,1,1,3.83,"Clarke, Caitlin L"
KIN,104,58990,Ice Skating,A7,LAB,0,22,0,0,2,0,0,1,0,0,1,0,0,0,3.73,"Clarke, Caitlin L"
KIN,104,33336,Ice Skating,A8,LAB,0,36,0,0,5,0,0,1,0,0,2,0,0,0,3.7,"Clarke, Caitlin L"
KIN,104,33339,Ice Skating,A9,LAB,0,41,0,0,5,0,0,1,0,0,1,0,1,0,3.71,"Clarke, Caitlin L"
KIN,107,31835,Aqua Aerobics,Z2B,LAB,0,21,0,0,2,0,0,0,0,0,1,0,0,1,3.79,"Smith, Nicolette"
KIN,109,31838,Volleyball,A1,LAB,17,11,1,0,3,0,0,0,1,0,0,0,0,0,3.83,"Yarnot, Rebecca K"
KIN,109,50127,Volleyball,B1,LAB,0,29,0,0,2,0,0,1,0,0,1,0,0,0,3.79,"Skorin, Nicholas"
KIN,122,30488,Physical Activity and Health,A,LEC,22,36,42,13,16,10,2,1,1,0,1,0,5,0,3.45,"Richards, Alicia"
KIN,122,57761,Physical Activity and Health,B,LEC,11,15,15,13,13,5,3,3,3,0,2,0,2,0,3.23,"Wilund, Kenneth"
KIN,122,59762,Physical Activity and Health,ON2,ONL,29,59,74,53,28,38,13,6,9,6,8,6,31,2,2.95,"Richards, Alicia"
KIN,125,30490,Orientation KIN & Comm Health,A1,DIS,0,106,0,0,10,0,0,3,0,0,0,0,1,0,3.83,"Meinert, Cassandra J"
KIN,140,31892,Social Sci of Human Movement,AL1,LEC,29,35,21,14,7,11,3,8,2,2,0,3,1,0,3.39,"Pindus, Dominika M"
KIN,142,42812,Contemporary Issues in Sport,ON2,ONL,0,159,0,0,34,0,0,14,0,0,8,0,12,1,3.41,"Sydnor, Synthia"
KIN,150,31979,Bioscience of Human Movement,AL1,LEC,0,51,0,0,65,0,0,18,0,0,6,0,2,1,3.11,"Boppart, Marni"
KIN,160,66705,Introduction to Kinesiology,A1,LCD,9,9,12,2,5,3,3,0,0,0,0,0,2,1,3.39,"Richards, Alicia"
KIN,199,73451,Medical Terminology,ON2,ONL,0,31,4,1,1,0,0,0,0,0,0,0,0,0,3.92,"O'Connor, Jamie A"
KIN,199,32000,Stress Management,SM,ONL,4,5,7,5,7,5,3,1,6,3,2,2,13,1,2.21,"Ensign, Julene M"
KIN,201,67724,Phys Activity Research Methods,AL1,LEC,17,36,24,12,6,7,2,2,0,3,1,0,2,0,3.49,"Richards, K. Andrew R"
KIN,247,59390,Intro to Sport Psychology,ON2,ONL,0,239,0,0,80,0,0,29,0,0,14,0,22,1,3.3,"Mullen, Sean P"
KIN,249,72402,Sport & Modern Society,ON1,ONL,134,60,18,9,6,2,3,3,2,0,0,0,4,0,3.78,"Haugen, Matthew B"
KIN,249,64837,Sport & Modern Society,ON2,ONL,255,155,48,38,28,16,16,11,8,3,4,4,26,2,3.52,"Haugen, Matthew B"
KIN,259,67714,Motor Development and Control,AL1,LEC,17,66,0,6,15,0,4,1,0,1,0,0,1,1,3.69,"Hernandez, Manuel E"
KIN,262,35119,"Motor Develop, Growth & Form",AL1,LEC,0,24,10,3,6,3,3,2,0,0,0,0,1,1,3.46,"Carlson, Kristin N"
KIN,268,31945,Children's Movement,AL1,LEC,16,21,5,1,4,0,1,0,0,0,0,0,2,0,3.68,"Ison, Shelby E"
KIN,340,59595,Soc & Psych of Phys Activity,AL1,LEC,0,54,27,9,10,16,5,7,1,3,0,1,4,1,3.28,"Petruzzello, Steven J"
KIN,352,32026,Bioenergetics of Movement,AL1,LEC,0,49,0,0,38,0,0,8,0,0,5,0,1,0,3.28,"Allen, Jacob M"
KIN,355,31928,Biomechanics of Human Movement,AL1,LEC,7,12,10,4,9,8,5,2,3,1,3,0,2,0,3.02,"Rice, Ian M"
KIN,369,61098,Coaching Strategies,A,LEC,16,10,0,4,2,0,1,1,0,0,0,0,0,0,3.75,"Kinder, Christopher J"
KIN,401,30521,Measure & Eval in Kinesiology,U1,LBD,0,11,4,0,4,1,0,0,0,0,0,1,0,0,3.52,"Ren, Sicong"
KIN,444,74597,Phys Act & Chronic Disease,CDG,LCD,0,22,0,0,7,0,0,1,0,0,0,0,0,0,3.7,"Aguinaga, Susan"
KIN,448,45407,Exercise & Health Psychology,UG1,LEC,0,41,4,1,2,1,2,0,0,0,0,0,0,0,3.84,"Gothe, Neha P"
KIN,453,68338,Nutrition for Performance,G1,LEC,2,34,0,12,22,0,6,2,0,1,0,0,0,0,3.41,"Burd, Nicholas A"
KOR,201,30541,Elementary Korean I,C,OLC,8,3,5,1,2,0,0,0,0,0,0,0,2,0,3.41,"Lee, Chae Eun"
KOR,201,42447,Elementary Korean I,D,OLC,11,6,0,0,1,0,1,1,1,0,0,0,0,0,3.67,"Kim, Mingyeong"
LA,101,30742,Introduction to Landscape Arch,A,LEC,23,5,4,1,0,1,1,0,0,0,0,0,2,0,3.65,"Hays, David L"
LA,233,30746,Foundation Design Studio,1,LBD,0,9,10,1,1,1,0,0,0,0,0,0,0,0,3.71,"Sears, Stephen M"
LA,241,73336,Landform Design & Construction,A,LBD,9,3,10,5,1,2,2,0,0,0,0,0,0,0,3.57,"Lemon, Kelley D"
LA,280,30753,Design Communications I,A,LBD,2,5,9,6,3,0,0,0,0,0,0,0,0,0,3.6,"Dharwadker, Aneesha"
LA,342,30756,Site Engineering,A,LBD,1,2,1,0,3,6,0,3,2,1,0,0,4,0,2.23,"Franks, Carmen A"
LA,346,30759,Professional Practice,A,LEC,0,10,7,0,2,0,0,1,0,0,0,0,1,0,3.51,"Watkins, Alan C"
LA,390,72283,Woody Landscape Plants,B,LEC,0,2,3,5,6,7,4,5,3,2,0,3,2,0,2.41,"Lewis, Brent C"
LA,437,30763,Regional Design Studio,1,LBD,1,9,5,3,3,0,0,0,0,0,0,0,0,0,3.68,"McGuire, Mary P"
LA,452,52420,Natural Precedent in Planting,AGR,LBD,8,3,2,2,3,1,0,2,0,0,0,0,0,0,3.51,"Moen, Bridgette N"
LAS,100,69341,Success in LAS - IntlStudents,OL1,OLC,216,47,6,2,1,2,4,1,0,3,1,2,9,0,3.76,"Brown, Nikia"
LAS,101,44096,Design First Year Experience,1,DIS,21,2,1,1,0,0,0,0,0,0,0,0,0,0,3.96,"Khneisser, Mona"
LAS,101,44077,Design First Year Experience,11,DIS,21,2,0,1,0,1,0,0,0,0,0,0,0,0,3.92,"Khneisser, Mona"
LAS,101,44123,Design First Year Experience,12,DIS,16,6,0,0,0,0,1,0,0,0,0,0,1,1,3.76,"Kiran, Surabhi"
LAS,101,44124,Design First Year Experience,13,DIS,20,0,1,3,0,0,1,0,0,0,0,0,1,0,3.69,"Kuneyl, Hannah M"
LAS,101,44131,Design First Year Experience,14,DIS,15,5,0,1,0,1,0,1,0,0,1,0,2,0,3.42,"Loidl, Viktoria"
LAS,101,44098,Design First Year Experience,15,DIS,14,6,2,1,0,1,0,0,0,0,0,0,1,0,3.73,"Kuneyl, Hannah M"
LAS,101,56603,Design First Year Experience,16,DIS,15,7,1,2,0,0,0,0,0,0,0,0,0,0,3.93,"Kiran, Surabhi"
LAS,101,44120,Design First Year Experience,17,DIS,14,5,5,0,1,0,0,0,0,0,0,0,0,0,3.89,"Kiran, Surabhi"
LAS,101,44082,Design First Year Experience,2,DIS,21,1,2,0,1,0,0,0,0,0,0,0,0,0,3.93,"Oyewunmi, Modupe M"
LAS,101,45396,Design First Year Experience,20,DIS,19,1,3,0,0,1,0,0,0,0,0,0,1,0,3.75,"Loidl, Viktoria"
LAS,101,44085,Design First Year Experience,21,DIS,19,4,1,0,0,1,0,0,0,0,0,0,0,0,3.93,"Oyewunmi, Modupe M"
LAS,101,54257,Design First Year Experience,22,DIS,19,4,2,1,0,0,0,0,0,0,0,0,0,0,3.95,"Oyewunmi, Modupe M"
LAS,101,54258,Design First Year Experience,23,DIS,16,2,2,2,2,0,1,0,0,0,0,0,0,0,3.77,"Kiran, Surabhi"
LAS,101,44125,Design First Year Experience,24,DIS,21,2,1,0,0,0,0,1,0,0,0,0,0,0,3.91,"Loidl, Viktoria"
LAS,101,45397,Design First Year Experience,25,DIS,17,4,3,1,0,0,0,0,0,0,0,0,0,0,3.93,"Oyewunmi, Modupe M"
LAS,101,44115,Design First Year Experience,26,DIS,19,2,1,1,0,0,1,0,0,0,0,1,0,0,3.76,"Loidl, Viktoria"
LAS,101,52003,Design First Year Experience,27,DIS,14,8,3,0,0,1,0,0,0,2,0,0,0,0,3.73,"Khneisser, Mona"
