Subject,Course,CRN,Course Title,Section,Sched Type,Term,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor
ENGL,350,70306,"Writing Lit, Text & Culture",S,ONL,120211,3,5,8,5,0,0,1,0,0,0,0,0,0,0,3.65,"Mahaffey, Vicki"
ENGL,373,54455,Documenting America,M,ONL,120211,5,7,9,1,3,1,0,0,0,0,0,0,0,0,3.69,"Soto Crespo, Ramon E"
ENGL,402,32123,Descriptive English Grammar,1U,ONL,120211,3,5,3,3,2,1,0,0,0,0,0,1,3,0,3.02,"Prior, Paul A"
ENGL,423,45971,Milton,1G,ONL,120211,1,9,7,1,3,1,1,0,0,0,1,0,0,0,3.51,"Gray, Catharine E"
ENGL,431,32161,Topics in British Romantic Lit,1U,ONL,120211,3,8,8,5,2,1,0,0,0,0,0,0,2,0,3.41,"Underwood, William E"
ENGL,455,59514,Jane Austen and Feminism,00U,ONL,120211,1,10,9,2,2,0,0,0,0,0,0,0,1,0,3.59,"Nazar, Hina"
ENGL,460,59137,Lit of American Minorities,OLU,ONL,120211,3,3,2,2,1,1,1,4,0,0,1,0,4,0,2.5,"Wright, David"
ENSU,310,60391,Renewable & Alternative Energy,ONL,ONL,120211,5,5,3,0,3,1,2,0,2,1,0,0,0,0,3.27,"Tomkin, Jonathan H"
ENVS,301,73141,Tools for Sustainability,C,ONL,120211,7,4,5,1,1,3,0,1,0,0,0,0,1,0,3.42,"Green, Eric W"
EOL,568,59484,"Diversity, Leadership & Policy",A,ONL,120211,0,26,3,3,1,2,0,0,0,0,0,0,0,0,3.81,"Nelson, Jennifer L"
EOL,574,47935,Diversity in Higher Education,A,ONL,120211,0,30,5,0,0,0,0,0,0,0,0,0,1,0,3.84,"Del Real Viramo, Jose"
EPOL,523,72494,Global Issues in Learning,ONL,ONL,120211,0,46,8,2,0,0,0,0,0,0,0,0,0,0,3.93,"McCarthy, Cameron R"
EPOL,594,72582,Program Evaluation,A,ONL,120211,32,6,1,0,0,0,1,0,0,0,1,0,1,0,3.79,"Huang, Wen-Hao"
EPS,310,45583,Race and Cultural Diversity,D2,OD,120211,2,26,2,0,0,1,1,1,0,0,0,0,1,0,3.72,"Anderson, James D"
EPS,400,33084,History of American Education,A,ONL,120211,0,19,3,2,1,1,0,2,0,0,0,0,0,0,3.71,"Hale, Jon N"
EPS,405,72324,Historical and Social Barriers,A,ONL,120211,0,64,3,3,0,0,1,0,0,0,0,0,0,0,3.93,"Pak, Yoon K"
EPS,411,33088,School and Society,A,ONL,120211,5,21,5,2,1,0,0,0,0,0,1,0,1,0,3.74,"Taylor, Rebecca M"
EPS,421,68790,Racial and Ethnic Families,A,ONL,120211,7,5,5,1,0,2,1,1,0,0,0,0,0,0,3.64,"Barnett, Bernice M"
EPS,529,62826,Education and Human Rights,A,ONL,120211,17,11,0,0,1,0,0,0,0,0,0,0,0,0,3.97,"Herman, Thaddeus B"
EPS,533,59207,Global Youth and Citizenship,ONL,ONL,120211,4,42,0,1,0,0,0,0,0,0,0,0,0,0,3.99,"Herrera, Linda"
EPS,535,64318,Assessment for Learning,A,ONL,120211,61,10,1,0,2,0,0,0,0,0,0,0,0,0,3.97,"Cope, William"
EPS,590,57505,Int. to Qual Methods,QMO,ONL,120211,11,17,3,0,1,0,0,0,0,0,0,0,0,0,3.94,"Herrera, Linda"
EPS,590,44581,Survey Methods,SM,ONL,120211,0,26,0,0,1,0,0,0,0,0,0,0,0,0,3.96,"Lindgren, Samantha A"
EPSY,201,33940,Educational Psychology,AL1,OLC,120211,120,32,10,9,6,2,2,2,1,1,1,1,1,0,3.78,"Keyser, Genevieve M"
EPSY,202,33930,Exploring Cultural Diversity,AL1,OLC,120211,10,15,9,7,7,6,3,6,1,2,1,0,5,0,3.02,"Landrum-Brown, Joycelyn"
EPSY,220,33952,Career Theory and Practice,H,ONL,120211,4,16,1,0,1,0,0,0,0,0,0,0,0,0,3.94,"Colbert, Cassandra L"
EPSY,220,71261,Career Theory and Practice,OLB,ONL,120211,21,2,0,0,0,0,0,0,0,0,0,0,2,0,3.68,"McCall, Giavanna S"
EPSY,220,71273,Career Theory and Practice,OLW,ONL,120211,0,18,1,0,1,0,1,0,0,0,0,0,0,0,3.86,"Heimpel, Nicholas F"
EPSY,401,34150,Child Language and Education,U3,ONL,120211,11,9,3,0,3,1,0,0,1,0,0,0,2,0,3.49,"Christianson, Kiel"
EPSY,420,39932,Theories of Psychotherapy,A,ONL,120211,0,68,16,10,3,6,7,4,0,1,0,1,8,0,3.35,"Kinderman, Lisa"
EPSY,480,34323,Educational Statistics,OLA,ONL,120211,0,28,2,3,3,0,0,0,0,0,0,0,1,0,3.74,"Hu, Mingqi"
EPSY,480,55700,Educational Statistics,OLB,ONL,120211,1,9,6,4,0,2,1,1,1,0,1,0,0,0,3.37,"Chen, Dandan"
EPSY,581,39943,Applied Regression Analysis,A,ONL,120211,30,20,1,0,0,1,0,1,0,0,0,0,0,0,3.93,"Xia, Yan"
ESE,311,54920,Environmental Issues Today,A,CNF,120211,2,10,3,4,5,5,0,0,0,0,0,0,1,0,3.36,"Kanter, Robert E"
ESE,320,58559,"Water Planet, Water Crisis",AL1,ONL,120211,1,3,5,8,5,2,0,1,0,0,0,0,1,0,3.21,"Sivapalan, Murugesu"
ESE,360,67476,Environmental Writing,B,ONL,120211,1,7,7,5,0,0,0,0,0,0,0,1,0,0,3.57,"Cole, Lucinda"
FAA,202,65138,Artsful Teaching through Integ,A,LCD,120211,25,50,5,2,0,0,0,0,0,0,0,0,0,0,3.96,"Allen, Betty J"
FIN,221,32520,Corporate Finance,ADA,OD,120211,0,24,6,5,10,1,0,3,0,0,1,0,0,0,3.49,"Yang, Jeyul"
FIN,221,32523,Corporate Finance,ADD,OD,120211,3,25,7,4,5,0,0,0,1,0,0,0,0,0,3.73,"Yang, Jeyul"
FIN,221,32524,Corporate Finance,ADE,OD,120211,0,21,5,0,4,1,0,1,1,0,1,0,0,0,3.58,"Zheng, Yongjian"
FIN,221,32526,Corporate Finance,ADG,OD,120211,0,28,7,4,5,1,1,1,0,0,1,0,0,0,3.63,"Zheng, Yongjian"
FIN,221,32529,Corporate Finance,ADJ,OD,120211,0,23,10,3,8,3,0,1,0,0,2,0,0,0,3.49,"Han, Weitong"
FIN,221,32530,Corporate Finance,ADK,OD,120211,0,20,9,7,12,1,0,1,0,0,0,0,0,0,3.54,"Han, Weitong"
FIN,221,32531,Corporate Finance,ADL,OD,120211,0,16,3,3,3,2,1,0,1,0,0,0,2,0,3.33,"Zheng, Yongjian"
FIN,221,32540,Corporate Finance,ADN,OD,120211,1,20,7,8,5,3,0,1,0,0,1,0,1,0,3.45,"Kamble, Vaibhav K"
FIN,221,32554,Corporate Finance,ADO,OD,120211,0,28,6,3,9,0,0,2,0,0,1,0,0,0,3.59,"Han, Weitong"
FIN,221,32556,Corporate Finance,ADQ,OD,120211,0,26,8,4,7,1,0,2,0,0,2,0,0,0,3.53,"Yang, Jeyul"
FIN,221,32557,Corporate Finance,ADR,OD,120211,0,18,2,4,6,0,1,0,0,0,0,0,0,0,3.64,"Kamble, Vaibhav K"
FIN,221,60404,Corporate Finance,ONL,ONL,120211,4,178,41,35,53,10,13,15,1,3,4,0,4,0,3.46,"Dyer, Michael A"
FIN,230,46691,Introduction to Insurance,A1,ONL,120211,0,76,37,8,4,11,3,3,3,0,0,0,3,0,3.55,"McChristian, Lynne P"
FIN,241,43820,Fundamentals of Real Estate,D,LCD,120211,1,31,5,4,8,1,0,0,0,0,0,0,0,0,3.73,"Perkins, Scott E"
FIN,300,32594,Financial Markets,C,ONL,120211,12,5,5,4,5,4,1,6,8,5,1,0,2,0,2.77,"Smith, Mark K"
FIN,300,32598,Financial Markets,C1,LCD,120211,7,2,2,3,3,2,1,2,6,2,5,0,0,0,2.62,"Peters, Stephen R"
FIN,300,32593,Financial Markets,D,LCD,120211,8,1,3,3,4,0,1,4,3,3,1,0,2,0,2.71,"Peters, Stephen R"
FIN,300,32599,Financial Markets,U,ONL,120211,12,5,4,2,4,7,0,4,4,4,5,2,1,0,2.71,"Spencer, Xiangyi X"
FIN,321,44635,Advanced Corporate Finance,C1,ONL,120211,3,26,15,11,0,0,0,0,0,0,0,0,0,0,3.78,"Wu, Yufeng"
FIN,321,40593,Advanced Corporate Finance,D,ONL,120211,0,23,15,18,0,0,0,0,0,0,0,0,0,0,3.7,"Wu, Yufeng"
FIN,321,40884,Advanced Corporate Finance,ONL,ONL,120211,2,17,7,5,6,3,2,2,1,0,0,0,0,0,3.44,"Fonseca, Julia"
FIN,411,55576,Investment & Portfolio Mngt,D,ONL,120211,4,8,7,8,7,2,4,3,1,0,2,0,0,0,3.17,"Ye, Mao"
FIN,411,55575,Investment & Portfolio Mngt,E,ONL,120211,2,5,5,7,7,7,5,0,1,0,0,0,0,0,3.15,"Ye, Mao"
FIN,412,32650,Options and Futures Markets,A,ONL,120211,1,6,3,5,3,6,0,1,0,0,1,0,1,0,3.1,"Peterson, Paul E"
FIN,412,32651,Options and Futures Markets,R,ONL,120211,0,9,3,3,6,0,1,3,0,1,1,1,1,0,2.98,"Peterson, Paul E"
FIN,418,53199,Financial Modeling,R,LCD,120211,3,23,6,6,5,2,1,1,0,0,0,0,0,0,3.63,"Brobst, Charles"
FIN,423,32621,Financing Emerging Businesses,S3,LCD,120211,0,25,3,3,2,0,0,0,0,0,0,0,0,0,3.85,"Krueger, George J"
FIN,423,32617,Financing Emerging Businesses,T3,LCD,120211,0,13,11,4,1,0,0,0,0,0,0,0,0,0,3.75,"Krueger, George J"
FIN,423,32625,Financing Emerging Businesses,XS3,ONL,120211,0,20,2,1,2,0,0,0,0,0,0,0,0,0,3.87,"Krueger, George J"
FIN,423,32629,Financing Emerging Businesses,XT3,ONL,120211,0,13,6,4,0,0,0,0,0,0,0,0,0,0,3.8,"Krueger, George J"
FIN,434,51223,Employee Benefit Plans,R2,ONL,120211,0,39,18,2,4,2,0,1,0,0,0,0,0,0,3.76,"Raskie, Sterling"
FIN,435,63568,Personal Wealth Management,P,ONL,120211,0,27,5,2,0,0,0,0,0,0,0,0,0,0,3.91,"Raskie, Sterling"
FIN,443,46750,Legal Issues in Real Estate,P3,LCD,120211,1,28,4,0,4,1,0,0,0,0,0,0,0,0,3.83,"Perkins, Scott E"
FIN,445,32655,Real Estate Investment,D,ONL,120211,2,32,11,3,0,0,0,0,0,0,0,0,1,0,3.8,"Sianis, Sofia G"
FIN,461,32604,Banking and Financial Reg,F,ONL,120211,0,14,35,2,0,0,0,0,0,0,0,0,0,0,3.75,"Manouchehri Ira, Rustom D"
FIN,464,61872,Applied Financial Analysis,S3,ONL,120211,7,18,4,1,3,0,0,1,0,0,0,0,2,0,3.58,"Maple, Denise L"
FIN,490,69357,Entrepreneurship Thru Acquistn,ETA,ONL,120211,33,8,5,2,2,2,1,0,0,0,0,0,2,0,3.69,"Smith, Mark K"
FIN,500,72665,Introduction to Finance,IMB,ONL,120211,53,50,15,9,11,0,2,0,0,0,1,0,4,0,3.69,"Yang, Xi"
FIN,501,71734,Econ of Market Fundamentals,XM1,ONL,120211,0,17,7,2,2,0,0,0,0,0,0,0,0,0,3.8,"Miller, Nolan H"
FIN,503,71761,Quantitative Finance II,Q2,ONL,120211,3,21,3,2,1,0,0,0,0,0,0,0,0,0,3.89,"Yang, Xi"
FIN,511,70495,Investments,IMB,ONL,120211,24,240,64,47,64,3,5,2,0,0,0,0,3,0,3.68,"Weisbenner, Scott J"
FIN,511,70496,Investments,ONL,ONL,120211,1,8,5,3,3,1,0,0,0,0,0,0,0,0,3.62,"Weisbenner, Scott J"
FIN,511,40486,Investments,XS1,ONL,120211,0,11,8,6,4,2,0,0,0,0,0,0,0,0,3.57,"Silva, Dejanir"
FIN,512,40794,Financial Derivatives,D,ONL,120211,0,11,6,2,4,5,0,1,0,0,0,0,0,0,3.45,"Peterson, Paul E"
FIN,567,65640,Financial Risk Management,E,ONL,120211,0,12,10,8,4,1,0,0,0,0,0,0,0,0,3.6,"Pearson, Neil D"
FIN,580,69358,Entrepreneurship Thru Acquistn,ETA,ONL,120211,18,7,1,2,0,0,0,0,0,0,0,0,0,0,3.94,"Smith, Mark K"
FIN,580,60175,Financial Data Mgt. & Analysis,G1,ONL,120211,5,8,5,5,1,3,2,0,0,0,0,0,0,0,3.54,"Gao, Xing"
FIN,580,60176,Data Science & Python for Fin.,G2,ONL,120211,4,8,12,8,1,2,0,0,0,0,0,0,0,0,3.63,"Gao, Xing"
FIN,580,69355,Corporate Finance I & II,IMB,ONL,120211,25,115,126,132,154,75,46,23,0,0,0,0,1,0,3.27,"Almeida, Heitor"
FSHN,101,32983,The Science of Food,B,ONL,120211,8,146,0,17,37,17,8,9,4,6,2,2,17,0,3.24,"Bohn, Dawn M"
FSHN,120,32987,Contemporary Nutrition,A,LEC,120211,5,33,0,0,7,0,0,0,0,0,0,0,0,0,3.84,"Burkhalter, Toni M"
FSHN,120,73195,Contemporary Nutrition,B,OLC,120211,2,20,0,0,5,0,0,4,0,0,2,0,1,0,3.32,"Burkhalter, Toni M"
FSHN,120,73196,Contemporary Nutrition,C,OLC,120211,1,19,0,0,10,0,0,2,0,0,4,0,0,0,3.28,"Burkhalter, Toni M"
FSHN,120,57561,Contemporary Nutrition,ONL,ONL,120211,13,409,0,0,166,0,0,49,0,0,10,0,10,0,3.49,"Burkhalter, Toni M"
FSHN,175,70512,Science of Fermented Foods,ONL,ONL,120211,3,17,1,4,4,0,1,1,0,0,0,0,2,0,3.43,"Miller, Michael J"
FSHN,201,72107,Math for Food Science,A,ONL,120211,9,6,1,1,0,1,1,2,0,1,0,0,1,0,3.36,"Takhar, Pawan S"
FSHN,232,60344,Science of Food Preparation,AL1,ONL,120211,13,11,3,3,3,1,0,0,1,0,1,0,0,0,3.65,"Ma, Sihui"
FSHN,249,72439,Food Service Sanitation,ONL,ONL,120211,22,0,0,0,0,0,1,0,0,0,0,0,3,0,3.47,"Craft, Jill N"
FSHN,251,72441,Nutritional Physiology II,ONL,ONL,120211,3,22,0,0,2,0,0,1,0,0,0,0,0,0,3.86,"Amengual Terras, Jaime"
FSHN,260,33027,Raw Materials for Processing,AL1,OLC,120211,7,7,7,4,0,0,0,0,0,0,0,0,0,0,3.8,"Padua, Graciela W"
FSHN,322,33030,Nutrition and the Life Cycle,A,ONL,120211,38,4,2,1,0,0,0,2,0,0,0,0,0,0,3.89,"Karduck, Justine M"
FSHN,329,33016,Communication in Nutrition,A,ONL,120211,19,7,1,1,0,0,0,0,0,0,2,0,0,0,3.77,"Karduck, Justine M"
FSHN,422,72450,Intro Personalized Nutrition,ONL,ONL,120211,10,11,0,0,0,1,0,0,0,0,0,0,1,0,3.77,"Pan, Yuan-Xiang"
FSHN,426,64937,Biochemical Nutrition I,A,OLC,120211,13,18,2,1,3,0,0,0,0,1,2,0,0,0,3.68,"Pan, Yuan-Xiang"
FSHN,427,33031,Biochemical Nutrition II,G,OLC,120211,0,39,0,0,13,0,0,0,0,0,1,0,0,0,3.7,"Pan, Yuan-Xiang"
FSHN,429,70280,Nutrition Assessment & Therapy,A,ONL,120211,7,6,8,2,2,0,0,0,0,0,0,0,1,0,3.62,"Arthur, Anna"
FSHN,471,33039,Food & Industrial Microbiology,L,OLC,120211,3,18,8,10,12,5,3,3,3,0,0,0,0,0,3.29,"Miller, Michael J"
FSHN,472,70272,Applied Food Microbiology,A,OLC,120211,6,6,5,2,1,1,0,0,1,0,0,0,1,0,3.49,"Stasiewicz, Matthew J"
FSHN,481,72462,Food Processing Unit Ops I,A,OLC,120211,0,21,8,7,4,5,6,0,2,0,1,0,0,0,3.34,"Feng, Hao"
FSHN,482,72464,Food Processing Unit Ops I Lab,A,OLC,120211,5,14,1,1,0,0,0,0,0,0,0,0,0,0,3.95,"Lee, Youngsoo"
FSHN,482,72924,Food Processing Unit Ops I Lab,B,OLC,120211,5,12,3,3,1,0,0,0,0,0,0,0,0,0,3.83,"Lee, Youngsoo"
FSHN,595,67173,Water Relations in Foods,SS2,OLC,120211,11,27,3,1,0,0,0,0,0,0,0,0,0,0,3.96,"Schmidt, Shelly J"
GEOG,101,33253,Global Development&Environment,ONL,ONL,120211,87,57,5,4,13,2,1,3,0,0,0,0,1,0,3.82,"Adovor Tsikudo, Alexander"
GEOG,103,33301,Earth's Physical Systems,AL1,OLC,120211,11,10,5,5,3,4,0,0,0,0,0,1,5,0,3.17,"Cienciala, Piotr"
GEOG,105,53451,The Digital Earth,AE1,OLC,120211,10,16,2,5,5,6,2,0,0,0,1,0,4,0,3.23,"Jefferson, Brian J"
GEOG,204,46967,Cities of the World,LEC,ONL,120211,0,17,1,1,0,0,1,3,2,0,0,0,1,0,3.33,"Cidell, Julie L"
GEOG,210,33345,Social & Environmental Issues,ONL,ONL,120211,35,30,3,5,5,1,6,3,0,1,2,0,14,0,3.13,"Adovor Tsikudo, Alexander"
GEOG,254,68574,"American People, Places, & Env",A,ONL,120211,1,12,2,1,3,0,2,0,0,0,0,0,0,0,3.63,"Cidell, Julie L"
GEOG,350,59657,Sustainability and the City,A,ONL,120211,0,19,0,5,1,0,0,0,0,0,0,0,0,0,3.83,"Wilson, David"
GEOG,371,41113,Spatial Analysis,A,ONL,120211,2,15,4,5,0,0,0,1,0,0,0,0,0,0,3.75,"McLafferty, Sara L"
GEOG,379,62097,Intro to GIS Systems,ONL,ONL,120211,0,9,30,4,13,4,5,3,0,1,0,2,0,0,3.23,"Minn, Michael J"
GEOG,407,72401,CyberGIS & Geospatial Data Sci,A,ONL,120211,2,11,2,4,2,1,1,0,0,0,0,0,2,0,3.35,"Padmanabhan, Anand"
GEOG,477,56618,Introduction to Remote Sensing,AL1,ONL,120211,0,11,2,5,3,2,0,1,1,0,0,0,0,0,3.44,"Diao, Chunyuan"
GEOG,489,41112,Programming for GIS,A,ONL,120211,0,17,1,2,0,1,0,0,0,0,0,0,0,0,3.86,"Han, Su Y"
GEOG,527,72496,Geospatial AI & Mach. Learning,A,ONL,120211,0,22,1,1,0,1,0,0,0,0,0,0,1,0,3.76,"Wang, Xuantong"
GEOL,100,33389,Planet Earth,AL2,ONL,120211,37,10,9,3,10,3,2,3,1,0,0,0,4,0,3.43,"Conroy, Jessica"
GEOL,104,63282,Geology of the National Parks,A,ONL,120211,46,20,10,1,2,3,3,5,1,2,1,0,0,0,3.62,"Pettijohn, Justin C"
GEOL,107,56952,Physical Geology,AY1,OD,120211,7,6,3,2,0,2,1,3,0,0,1,0,0,0,3.37,"Long, Ann D"
GEOL,107,56953,Physical Geology,AY2,OD,120211,6,4,1,4,3,0,2,3,1,0,1,0,0,0,3.17,"Long, Ann D"
GEOL,107,56954,Physical Geology,AY3,OD,120211,5,7,2,2,3,0,1,2,0,0,2,0,0,0,3.31,"Long, Ann D"
GEOL,107,56956,Physical Geology,AY5,OD,120211,4,5,2,1,4,1,3,2,0,1,2,0,0,0,3.03,"Long, Ann D"
GEOL,107,56957,Physical Geology,AY6,OD,120211,3,5,4,3,1,3,2,3,0,1,0,0,0,0,3.19,"Long, Ann D"
GEOL,107,56958,Physical Geology,AY7,OD,120211,2,4,2,2,4,2,2,3,1,0,2,0,1,0,2.79,"Long, Ann D"
GEOL,111,61954,Emergence of Life,A,ONL,120211,34,38,18,15,13,8,7,7,6,5,5,7,25,0,2.77,"Cole, Todd M"
GEOL,118,46622,Natural Disasters,A,ONL,120211,44,26,30,13,11,9,4,6,3,0,1,0,1,0,3.5,"Christie, Max L"
GEOL,470,43689,Introduction to Hydrogeology,AL1,ONL,120211,3,5,5,2,0,4,1,2,1,0,0,0,3,0,2.91,"Cole, Todd M"
GER,251,60015,Grimm's Fairy Tales in Context,AD1,OD,120211,5,23,2,0,1,0,0,0,0,0,0,0,0,0,3.95,"Guo, Lujun"
GER,251,60018,Grimm's Fairy Tales in Context,AD2,OD,120211,2,22,3,1,2,0,0,1,2,0,0,0,0,0,3.69,"Jin, Pu"
GER,251,60021,Grimm's Fairy Tales in Context,AD3,OD,120211,4,19,5,2,1,0,0,0,0,0,0,0,2,0,3.64,"Jin, Pu"
GER,251,68654,Grimm's Fairy Tales in Context,AD4,OD,120211,4,16,5,2,1,5,0,0,0,0,0,0,0,0,3.68,"Guo, Lujun"
GER,251,68655,Grimm's Fairy Tales in Context,AD5,OD,120211,5,23,2,3,0,0,0,0,0,0,0,0,0,0,3.92,"Guo, Lujun"
GER,251,68656,Grimm's Fairy Tales in Context,AD6,OD,120211,2,22,2,2,2,0,2,0,0,0,0,0,1,0,3.66,"Jin, Pu"
GER,261,60039,Representing the Holocaust,A,ONL,120211,10,8,4,4,1,0,0,2,1,0,0,0,0,0,3.62,"Wade, Mara R"
GLBL,100,52239,Intro to Global Studies,A,ONL,120211,12,6,0,1,1,1,1,1,1,0,0,1,2,0,3.25,"Gonzalez, Daniel A"
GLBL,100,57933,Intro to Global Studies,B,ONL,120211,11,2,1,1,0,0,0,0,0,1,0,0,5,0,2.87,"Gonzalez, Daniel A"
GLBL,100,60337,Intro to Global Studies,C,ONL,120211,2,5,4,2,2,1,0,1,0,0,2,0,2,0,2.95,"Bralower, Alyssa R"
GLBL,100,69640,Intro to Global Studies,H,ONL,120211,12,11,2,0,1,0,0,0,3,0,0,0,0,0,3.7,"Schrag, David M"
GLBL,270,64101,Intro Global Markets & Society,A,ONL,120211,0,21,3,3,0,0,0,0,0,0,0,0,0,0,3.89,"Fogelman, Charles J"
GLBL,296,51435,Mass Incarceration,A,ONL,120211,2,18,3,1,0,0,0,0,0,0,0,0,0,0,3.93,"Kilgore, James W"
GLBL,340,63807,Global Health: Policy & Govern,A,ONL,120211,8,11,1,2,0,1,0,0,0,0,0,0,0,0,3.87,"Bonatti, Valeria"
GLBL,392,56964,Int Diplomacy and Negotiation,AL1,OLC,120211,2,5,3,3,3,1,2,0,0,0,0,1,2,0,3,"Wedig, Timothy E"
GLBL,450,63496,Poverty Interventions and Eval,A,ONL,120211,1,16,4,0,1,0,0,0,0,0,0,0,0,0,3.89,"Fogelman, Charles J"
GS,101,73253,Exploring General Studies,1,OD,120211,26,4,4,1,1,0,1,0,0,0,2,1,1,0,3.56,"Walk, Aaron J"
GS,102,73264,Prep for 21st Cent Challenges,D2,OD,120211,13,3,1,1,0,0,0,0,0,0,0,0,5,0,3.09,"Almanza, Daniel"
GS,102,73265,Prep for 21st Cent Challenges,D3,OD,120211,12,7,4,4,1,0,0,0,0,0,0,1,1,0,3.59,"Singh, Gabriele N"
GS,102,73266,Prep for 21st Cent Challenges,D4,OD,120211,13,2,4,4,2,1,0,1,2,0,1,0,1,0,3.32,"Gutwein, Calen A"
GS,102,73267,Prep for 21st Cent Challenges,D5,OD,120211,0,11,2,1,1,1,0,1,0,0,1,2,6,0,2.49,"Williams, Melissa"
GS,198,73388,DGS Honors Seminar,JS2,OD,120211,13,12,2,1,1,0,0,0,0,0,0,0,0,0,3.92,"Flack, Corey J"
GS,198,65840,DGS Honors Seminar,JS3,OD,120211,15,16,0,1,0,1,0,0,0,0,1,0,0,0,3.85,"Sandler, Chaya S"
GS,198,73389,DGS Honors Seminar,JS4,OD,120211,6,17,3,0,0,0,1,0,0,0,0,0,0,0,3.9,"Smothers, Sarah A"
GS,199,73271,College Academic Success,AS1,OD,120211,2,1,2,6,3,1,0,0,1,2,1,1,5,0,2.28,"Morley, Amanda R"
GS,199,73272,College Academic Success,AS2,OD,120211,0,6,2,1,1,0,1,2,0,0,1,0,10,0,1.88,"Holterman, Christopher J"
GWS,100,52480,Intro Gender & Women's Studies,AD1,OD,120211,4,6,5,0,3,1,2,1,0,0,0,0,0,0,3.49,"Hernandez, Jessennya"
GWS,100,52489,Intro Gender & Women's Studies,AD3,OD,120211,5,7,3,0,4,0,1,0,1,0,0,0,2,0,3.26,"Grogan, Erin E"
GWS,100,52493,Intro Gender & Women's Studies,AD4,OD,120211,2,12,2,1,1,4,0,0,1,0,0,0,1,0,3.42,"Grogan, Erin E"
GWS,202,61621,Sexualities,AD1,OD,120211,8,5,0,2,2,2,2,0,0,0,0,0,2,0,3.25,"Gargiulo, Megan E"
GWS,202,61628,Sexualities,AD2,OD,120211,12,7,1,2,0,0,1,0,0,0,1,0,0,0,3.74,"Gargiulo, Megan E"
GWS,202,61631,Sexualities,AD3,OD,120211,8,10,2,0,2,0,0,0,0,0,0,0,0,0,3.88,"Delanthamajalu, Shwetha"
GWS,202,61633,Sexualities,AD4,OD,120211,6,9,1,3,1,0,1,0,0,0,1,0,2,0,3.33,"Delanthamajalu, Shwetha"
GWS,204,68612,Gender in Gaming,JB,ONL,120211,1,13,7,5,1,0,0,0,0,0,0,0,0,0,3.75,"Byrd, Jodi"
GWS,282,71690,Feminist and Queer Activisms,MN,ONL,120211,5,20,1,0,0,0,0,0,0,0,0,1,0,0,3.86,"Nguyen, Mimi T"
GWS,335,61645,"Film, TV, and Gender",CN,ONL,120211,2,9,11,2,1,0,1,0,0,0,0,0,0,0,3.71,"Nadeau, Chantal"
GWS,350,50084,Feminist & Gender Theory,MK,ONL,120211,8,8,6,3,0,0,0,0,0,0,0,0,0,0,3.84,"Kashani, Maryam"
GWS,378,56852,Fairy Tales & Gender Formation,VM,ONL,120211,0,10,6,6,2,0,1,0,0,0,0,0,0,0,3.61,"Mahaffey, Vicki"
HDFS,105,33663,Intro to Human Development,AL1,ONL,120211,66,129,3,4,18,2,1,12,1,2,0,0,4,0,3.7,"Brooks, Jan D"
HDFS,105,54376,Intro to Human Development,C,ONL,120211,36,9,0,5,1,2,0,1,0,2,1,0,0,0,3.7,"Yao, Linlin"
HDFS,105,70212,Intro to Human Development,C2,ONL,120211,21,9,1,2,1,1,1,1,1,1,0,0,2,0,3.5,"Theisen, Jaclyn C"
HDFS,120,33785,Intro to Family Studies,AE1,OLC,120211,0,9,9,3,8,2,2,2,1,0,0,1,2,0,3.06,"Smith, Sharde"
HDFS,120,58550,Intro to Family Studies,C,ONL,120211,0,24,0,0,10,0,0,6,0,0,2,0,3,0,3.11,"Hughes, Robert"
HDFS,206,33802,Early Childhood Curriculum Dev,AE1,OLC,120211,0,17,0,0,7,0,0,1,0,0,0,0,0,0,3.64,"Yao, Linlin"
HDFS,208,68553,Child Fam with Special Needs,A,OLC,120211,19,20,0,6,1,1,0,0,0,0,0,0,0,0,3.86,"Brooks, Jan D"
HDFS,220,33807,Families in Global Perspective,AL1,OLC,120211,0,77,12,6,2,1,3,2,0,1,1,0,2,0,3.68,"Kramer, Karen"
HDFS,225,57315,Close Relationships,A,OLC,120211,4,17,1,3,9,0,1,1,0,0,2,1,3,0,3.13,"Maniotes, Christopher R"
HDFS,290,44214,Intro to Research Methods,AE1,OLC,120211,3,9,8,9,1,1,1,4,0,1,1,0,0,0,3.31,"McElwain, Nancy L"
HDFS,305,39480,Middle Childhood,A,OLC,120211,13,16,5,4,3,3,0,2,1,1,0,0,0,0,3.58,"Frantz, Kelly M"
HDFS,310,61533,Adult Development,A,ONL,120211,30,18,4,2,3,0,2,0,0,0,0,0,0,0,3.85,"Koerner, Susan S"
HDFS,322,65153,US Latina and Latino Families,A,OLC,120211,30,11,2,1,1,0,0,0,0,0,0,0,1,0,3.86,"Munoz, Lorraine"
HDFS,405,70279,Adolescent Development,AL,OLC,120211,4,10,5,4,5,0,2,1,0,1,1,1,0,0,3.3,"Barton, Allen W"
HDFS,408,66795,Hospitalized Children,AU2,OLC,120211,15,19,2,1,1,0,1,0,0,0,0,2,1,0,3.65,"Hurth, Emily S"
HDFS,420,33813,Inequality Public Pol & US Fam,A,OLC,120211,26,7,5,1,2,1,1,0,0,0,0,0,0,0,3.83,"Lleras, Christy L"
