Subject,Course,CRN,Course Title,Course Section,Sched Type,Term,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Average Grade,Primary Instructor
ENGL,273,39308,"American Cinema, 1950-2000",M,LCD,120231,5,7,5,5,0,0,0,0,0,0,0,0,0,1,3.77,"Capino, Jose B"
ENGL,280,49539,Women Writers,Q,ONL,120231,3,12,2,6,2,0,1,0,0,1,1,1,0,1,3.4,"Baron, Iryce W"
ENGL,285,32110,Postcolonial Lit in English,M,LCD,120231,2,11,8,3,0,1,1,1,0,0,0,1,1,0,3.41,"Oh, Rebecca"
ENGL,286,32111,Asian American Literature,P,LCD,120231,1,9,6,4,6,0,0,1,0,0,0,0,1,0,3.41,"Guruparan, Akil"
ENGL,301,48565,Intro to Critical Theory,D,LCD,120231,6,8,4,3,2,1,0,0,0,0,0,0,0,0,3.72,"Fadely, Jonathan P"
ENGL,350,70307,Writing about Lit Text Culture,F,LCD,120231,0,12,6,2,2,0,0,0,1,0,0,0,0,0,3.67,"Basu, Manisha"
ENGL,350,70308,Writing about Lit Text Culture,S,LCD,120231,0,13,3,1,1,2,2,0,1,0,0,0,0,1,3.52,"Cole, Lucinda"
ENGL,380,59085,Topics in Writing Study,S1,ONL,120231,1,17,2,1,0,0,0,0,0,0,0,0,1,0,3.76,"Prendergast, Catherine J"
ENGL,411,32129,Chaucer,1U,LCD,120231,0,8,6,5,2,0,0,1,1,0,0,0,0,1,3.5,"Trilling, Renee"
ENGL,449,32181,American Romanticism,1U,LCD,120231,0,10,6,2,2,0,1,0,0,0,0,0,1,0,3.5,"Barnard, John L"
ENGL,455,32202,Major Authors,1U,OLC,120231,3,13,4,4,0,0,0,0,0,0,0,0,0,0,3.84,"Nazar, Hina"
ENVS,301,72123,Tools for Sustainability,B,LCD,120231,11,9,5,0,0,1,0,1,0,0,0,0,2,0,3.55,"Green, Eric W"
EPOL,201,72475,Foundations of Education,AD1,DIS,120231,0,13,4,1,2,1,1,0,0,0,1,0,0,0,3.57,"Mason, Terrence C"
EPOL,202,72478,Foundations of Education-ACP,AD1,DIS,120231,4,8,7,0,2,0,2,0,0,0,0,0,0,0,3.67,"Mason, Terrence C"
EPOL,202,74752,Foundations of Education-ACP,AD3,DIS,120231,0,16,1,2,3,0,2,0,0,0,0,0,0,0,3.67,"Mason, Terrence C"
EPOL,403,72481,Historical and Social Barriers,A,ONL,120231,0,51,0,4,0,0,0,1,1,0,0,0,0,0,3.88,"Pak, Yoon K"
EPOL,406,74298,Professional Ethics in Educ,A,ONL,120231,0,11,11,2,2,1,0,0,0,0,0,0,0,0,3.71,"Burbules, Nicholas C"
EPOL,407,72104,Critical Thinking in Education,A,ONL,120231,0,28,12,6,0,0,0,0,0,0,0,0,0,1,3.83,"Burbules, Nicholas C"
EPOL,409,74890,Sociology of Education,A,ONL,120231,11,1,5,1,1,0,0,1,1,0,0,1,0,0,3.57,"Barnett, Bernice M"
EPOL,410,72485,Racial and Ethnic Families,A,ONL,120231,17,3,5,1,0,0,0,0,0,0,0,0,0,0,3.91,"Barnett, Bernice M"
EPOL,472,72500,Instruct & Train System Design,MTC,ONL,120231,0,50,3,0,0,1,2,0,1,0,0,0,3,0,3.67,"Oh, Eunjung"
EPOL,474,72504,Diversity in the Workplace,A,ONL,120231,0,24,1,1,0,0,0,0,0,0,0,0,0,0,3.96,"Kwon, Chang Kyu"
EPOL,483,72507,Learning Technologies,A,ONL,120231,10,8,2,0,1,0,0,0,0,0,0,0,0,0,3.92,"Best, Kelly J"
EPOL,483,72510,Learning Technologies,MTC,ONL,120231,16,27,4,1,5,0,0,1,0,0,0,0,8,0,3.34,"Best, Kelly J"
EPOL,515,72524,Intro to Diversity & Equity,B,ONL,120231,0,24,0,0,0,0,0,0,0,0,0,0,1,0,3.84,"Flores, Osly J"
EPOL,523,72468,Global Issues in Learning,ONL,ONL,120231,0,23,1,1,0,0,0,0,0,0,0,0,0,0,3.96,"McCarthy, Cameron R"
EPOL,525,72489,Global Youth and Citizenship,A,ONL,120231,5,50,6,0,0,0,0,0,0,0,1,0,0,0,3.92,"Herrera, Linda"
EPOL,528,72496,Researching Global Education,A,ONL,120231,0,34,1,1,0,0,0,0,0,0,0,0,0,0,3.97,"Kang, Hyun-Sook"
EPOL,531,72528,"Diversity, Leadership & Policy",A,ONL,120231,0,22,2,0,1,0,0,1,0,0,0,0,0,0,3.86,"Nelson, Jennifer L"
EPOL,540,74310,Leading Learning-Centrd Schls,A,ONL,120231,0,25,2,0,1,0,0,0,0,0,0,0,0,0,3.94,"Flores, Osly J"
EPOL,542,72236,Public School Finance,A,ONL,120231,0,19,5,1,1,0,0,0,0,0,0,0,1,0,3.73,"Bruno, Paul A"
EPOL,570,72512,Organization Development,A,ONL,120231,0,39,0,0,1,0,0,1,0,0,0,0,0,1,3.93,"Li, Jie"
EPOL,576,74317,Consulting in HRD,A,ONL,120231,0,32,1,0,0,0,0,0,0,0,0,0,1,0,3.87,"Flesher, Jeffrey W"
EPSY,201,33940,Educational Psychology,AL1,LEC,120231,77,68,7,8,9,0,0,1,0,0,1,0,2,1,3.83,"Gladstone, Jessica R"
EPSY,220,33952,Career Theory and Practice,H,ONL,120231,9,5,3,1,1,0,0,1,0,1,0,1,1,0,3.36,"Rounds, James"
EPSY,220,59701,Career Theory and Practice,I,ONL,120231,0,16,1,1,3,1,1,1,0,0,0,0,0,0,3.63,"Zarkada, Simoni"
EPSY,220,71261,Career Theory and Practice,OLB,ONL,120231,5,6,6,1,3,1,0,0,0,0,0,0,2,0,3.38,"Rhoades, Kathryn L"
EPSY,220,71273,Career Theory and Practice,OLW,ONL,120231,6,13,1,1,0,1,0,0,0,1,1,0,1,0,3.52,"Heimpel, Nicholas F"
EPSY,420,39932,Theories of Psychotherapy,A,LCD,120231,0,46,26,4,5,3,0,4,2,0,0,0,6,0,3.41,"Kinderman, Lisa"
EPSY,480,34323,Educational Statistics,OLA,ONL,120231,3,22,2,4,3,0,0,2,0,0,0,0,0,0,3.71,"Zhang, Jinming"
EPSY,480,55700,Educational Statistics,OLB,ONL,120231,0,27,2,0,4,2,0,0,0,0,1,0,2,0,3.52,"Kartal, Gamze"
EPSY,581,39943,Applied Regression Analysis,A,LCD,120231,16,10,0,0,1,1,0,0,0,1,0,0,0,0,3.83,"Xia, Yan"
EPSY,587,44288,Hierarchical Linear Models,A,LEC,120231,0,22,0,2,5,1,0,0,0,0,0,0,0,0,3.74,"Anderson, Carolyn J"
ERAM,572,74327,Case Studies in Educ Ethics,A,ONL,120231,5,14,1,1,1,0,0,0,0,0,0,0,0,0,3.91,"Taylor, Rebecca M"
ERAM,581,74324,Survey Design I,ONL,ONL,120231,2,24,0,0,1,0,0,0,0,0,0,0,0,0,3.96,"Lindgren, Samantha A"
ESE,311,54920,Environmental Issues Today,A,CNF,120231,3,14,7,2,2,0,0,0,2,0,0,0,0,0,3.66,"Kanter, Robert E"
ESE,320,58559,"Water Planet, Water Crisis",AL1,LEC,120231,2,3,6,5,2,4,3,1,1,0,0,0,0,0,3.19,"Sivapalan, Murugesu"
ESE,445,61711,Earth Resources Sustainability,A,ONL,120231,9,17,7,5,1,0,0,1,0,0,0,0,3,0,3.52,"Cole, Todd M"
ETMA,100,74489,Technical Systems in Agr,AL1,LEC,120231,5,5,0,9,5,0,0,1,0,0,0,0,2,0,3.22,"Raveendran Nair, Gopu"
ETMA,234,74497,"Wiring, Motors and Control Sys",AL1,LEC,120231,4,9,0,0,3,0,0,3,0,0,1,0,1,0,3.24,"Raveendran Nair, Gopu"
ETMA,311,74508,Humanity in the Food Web,AL1,OLC,120231,57,16,7,5,7,1,2,1,0,1,2,0,7,0,3.47,"Green-Miller, Angela"
ETMA,339,74509,Optimization Engrg Tech Mgmt,AL1,OLC,120231,0,34,0,0,8,0,0,3,0,0,2,0,2,1,3.43,"Kuhns, Brendan M"
ETMA,421,74519,Ind & Ag Safety-Injury Prev,AE1,LCD,120231,10,16,0,5,9,0,1,0,0,0,1,0,1,0,3.51,"Issa, Salah F"
ETMA,439,74523,Capstone Experience,AL1,LEC,120231,13,7,2,4,1,0,1,0,0,0,0,0,0,0,3.79,"Johnson, Travis C"
FAA,201,74803,Black Arts Today,BA,ONL,120231,14,8,8,7,3,1,1,1,0,0,0,0,0,0,3.64,"Russell, Tyran"
FAA,202,65138,Artsful Teaching through Integ,A,LEC,120231,50,30,3,2,4,2,0,1,0,1,1,0,0,0,3.82,"Allen, Betty J"
FAA,330,71455,Making Sustainable Design,DS,ST,120231,0,22,5,3,0,2,0,2,0,0,0,0,1,0,3.59,"Taylor, Mark"
FAA,431,73011,Capstone Studio,SD,ST,120231,1,7,4,3,2,4,0,2,0,0,0,0,0,0,3.36,"Benson, Eric"
FIN,221,32522,Corporate Finance,ADC,DIS,120231,0,27,9,10,5,3,1,1,0,0,0,0,1,0,3.54,"Dyer, Michael A"
FIN,221,32523,Corporate Finance,ADD,DIS,120231,1,35,7,3,4,1,2,2,0,1,1,0,0,0,3.6,"Dyer, Michael A"
FIN,221,32524,Corporate Finance,ADE,DIS,120231,1,21,7,3,3,1,0,1,0,1,0,0,0,0,3.65,"Dyer, Michael A"
FIN,221,32526,Corporate Finance,ADG,DIS,120231,0,22,7,5,11,1,0,2,2,0,0,0,0,0,3.47,"Dyer, Michael A"
FIN,221,32529,Corporate Finance,ADJ,DIS,120231,3,24,8,6,11,0,0,1,0,0,0,0,0,0,3.63,"Dyer, Michael A"
FIN,221,32530,Corporate Finance,ADK,DIS,120231,0,26,11,6,2,2,2,0,0,0,0,0,0,0,3.68,"Dyer, Michael A"
FIN,221,32531,Corporate Finance,ADL,DIS,120231,0,7,6,1,7,1,0,1,0,0,0,0,0,0,3.44,"Dyer, Michael A"
FIN,221,32540,Corporate Finance,ADN,DIS,120231,0,16,8,4,9,0,1,0,0,0,0,0,0,0,3.58,"Dyer, Michael A"
FIN,221,32554,Corporate Finance,ADO,DIS,120231,0,13,2,3,0,1,1,2,0,0,0,0,0,0,3.56,"Dyer, Michael A"
FIN,221,32556,Corporate Finance,ADQ,DIS,120231,0,7,8,2,3,2,2,0,0,0,0,0,0,0,3.46,"Dyer, Michael A"
FIN,221,32563,Corporate Finance,ADT,DIS,120231,0,29,11,8,5,0,1,2,0,0,0,0,0,0,3.65,"Dyer, Michael A"
FIN,221,60404,Corporate Finance,ONL,ONL,120231,0,173,39,26,24,10,3,3,3,4,1,0,2,0,3.63,"Raskie, Sterling"
FIN,230,69274,Introduction to Insurance,ONL,ONL,120231,0,40,38,10,8,9,3,3,1,0,2,1,0,0,3.46,"McChristian, Lynne P"
FIN,230,46691,Introduction to Insurance,P,LCD,120231,0,81,25,7,7,2,4,1,1,1,1,1,3,0,3.59,"McChristian, Lynne P"
FIN,241,43820,Fundamentals of Real Estate,D,LCD,120231,2,26,9,5,9,5,1,0,0,0,0,0,0,1,3.59,"Perkins, Scott E"
FIN,241,43818,Fundamentals of Real Estate,ONL,ONL,120231,1,65,18,3,6,0,3,0,0,0,0,0,1,0,3.76,"Perkins, Scott E"
FIN,300,32594,Financial Markets,C,LCD,120231,3,4,4,1,1,1,2,2,0,1,1,0,1,0,2.98,"Peters, Stephen R"
FIN,300,32598,Financial Markets,C1,LCD,120231,0,1,3,3,4,4,2,2,0,0,0,0,4,2,2.45,"Peters, Stephen R"
FIN,300,32593,Financial Markets,D,LCD,120231,7,1,1,1,4,3,4,2,1,1,1,1,1,1,2.75,"Peters, Stephen R"
FIN,300,39481,Financial Markets,P1,LCD,120231,5,11,8,3,5,2,0,1,0,0,0,0,0,0,3.59,"Marcinkowski, Matthew M"
FIN,300,49208,Financial Markets,S,LCD,120231,6,8,7,2,9,0,1,2,0,0,0,0,0,0,3.48,"Marcinkowski, Matthew M"
FIN,300,32601,Financial Markets,S2,LCD,120231,2,5,5,3,5,5,1,3,2,1,1,1,0,0,2.92,"Smith, Mark K"
FIN,300,40578,Financial Markets,S3,LCD,120231,3,2,5,4,9,3,4,1,2,1,0,1,0,0,2.95,"Smith, Mark K"
FIN,321,40884,Advanced Corporate Finance,C,LCD,120231,3,21,5,4,11,4,1,0,0,0,0,1,0,0,3.49,"Fonseca, Julia"
FIN,321,44635,Advanced Corporate Finance,C1,LCD,120231,1,12,7,3,4,1,1,6,0,0,0,0,0,0,3.33,"Fonseca, Julia"
FIN,321,40593,Advanced Corporate Finance,D,LCD,120231,0,16,3,7,5,1,0,1,1,0,0,0,0,0,3.52,"Fonseca, Julia"
FIN,321,32613,Advanced Corporate Finance,F,LCD,120231,5,7,2,6,3,1,0,0,0,0,0,0,0,0,3.62,"Xu, Qiping"
FIN,380,74427,Entrepreneurship Thru Acquistn,ETA,LCD,120231,14,4,2,0,3,1,0,2,0,0,0,0,0,0,3.65,"Smith, Mark K"
FIN,392,65039,Investment Management Academy,IMA,LCD,120231,0,37,0,0,1,0,0,0,0,0,0,0,0,0,3.97,"Excell, Richard O"
FIN,393,71623,Risk Management Academy,RMA,LCD,120231,0,25,0,3,1,0,0,0,0,0,0,0,0,0,3.9,"McChristian, Lynne P"
FIN,394,71621,Women in Finance Academy,H2,LCD,120231,0,42,0,0,1,0,0,0,0,0,0,0,0,0,3.98,"Hart, Julia A"
FIN,412,32650,Options and Futures Markets,A,LCD,120231,11,8,8,3,5,3,3,1,2,0,2,0,1,0,3.25,"Peterson, Paul E"
FIN,412,32651,Options and Futures Markets,R,LCD,120231,7,4,1,2,5,0,3,2,1,0,1,0,0,1,3.19,"Peterson, Paul E"
FIN,418,53199,Financial Modeling,R,LCD,120231,3,13,4,6,1,1,1,1,1,0,0,0,0,0,3.56,"Brobst, Charles"
FIN,419,32653,Real Client Managed Portfolios,P1,LCD,120231,2,8,10,5,3,2,0,0,0,0,0,0,0,0,3.59,"Excell, Richard O"
FIN,423,32617,Entrepreneurial Finance,F2,LCD,120231,5,32,19,4,0,1,0,0,0,0,0,0,0,0,3.83,"Krueger, George J"
FIN,423,32619,Entrepreneurial Finance,MSF,LCD,120231,8,22,20,6,0,0,0,0,0,0,0,0,0,1,3.81,"Krueger, George J"
FIN,432,40378,Managing Market Risks for Fin,C3,LCD,120231,6,23,4,1,1,0,0,0,0,0,0,0,0,0,3.91,"Brobst, Charles"
FIN,434,51223,Employee Benefit Plans,R3,LCD,120231,0,59,5,3,0,0,0,0,0,0,0,0,0,0,3.95,"Raskie, Sterling"
FIN,435,55583,Personal Wealth Management,ONL,ONL,120231,0,28,5,6,7,2,4,3,2,0,0,0,0,0,3.43,"Brown, Darwin F"
FIN,435,63568,Personal Wealth Management,P,LCD,120231,0,39,18,4,2,0,1,0,0,0,0,0,1,0,3.75,"Raskie, Sterling"
FIN,443,46750,Legal Issues in Real Estate,P3,LCD,120231,4,26,7,4,8,3,0,0,0,0,0,0,0,0,3.67,"Perkins, Scott E"
FIN,446,63631,Real Estate Financial Markets,AR1,LCD,120231,14,15,12,9,7,4,0,1,0,0,0,0,0,0,3.61,"Rendak, Arthur H"
FIN,463,65036,Investment Banking,B1,LCD,120231,0,7,6,4,2,4,0,1,0,0,0,0,0,0,3.42,"Bertram, James M"
FIN,463,74073,Investment Banking,B2,LCD,120231,0,15,3,3,6,1,1,3,0,0,0,0,0,0,3.44,"Bertram, James M"
FIN,464,61873,Applied Financial Analysis,U2,LCD,120231,3,14,5,5,1,1,0,0,0,0,0,0,0,0,3.75,"Vitek, Michael A"
FIN,500,71632,Introduction to Finance,IMB,ONL,120231,0,88,28,25,20,12,6,7,5,2,2,2,8,1,3.28,"Widdicks, Martin"
FIN,500,53227,Introduction to Finance,MSP,LCD,120231,3,28,2,0,1,0,0,0,0,0,0,0,0,0,3.95,"Marcinkowski, Matthew M"
FIN,501,71624,Financial Economics,M1,LCD,120231,0,16,6,5,7,1,0,0,0,0,0,0,0,0,3.61,"Miller, Nolan H"
FIN,511,70495,Investments,IMB,ONL,120231,42,333,106,61,72,8,7,3,0,0,0,0,16,1,3.63,"Spencer, Xiangyi X"
FIN,511,40486,Investments,Y1,LCD,120231,1,8,6,2,8,0,0,4,0,0,2,0,3,0,2.9,"Spencer, Xiangyi X"
FIN,512,32686,Financial Derivatives,FE1,LCD,120231,0,2,5,9,1,6,2,0,0,0,0,0,0,0,3.2,"Johnson, Timothy C"
FIN,512,73858,Financial Derivatives,NP1,LCD,120231,4,8,8,4,8,1,0,0,0,0,0,0,0,0,3.56,"Pearson, Neil D"
FIN,514,49205,Complex Derivative Securities,A,LCD,120231,1,8,4,5,2,2,0,0,0,0,0,0,0,0,3.58,"Widdicks, Martin"
FIN,521,49206,Advanced Corporate Finance,F,LCD,120231,5,22,8,8,1,0,0,0,0,0,0,0,0,0,3.8,"Xu, Qiping"
FIN,526,74064,Investment Banking,B2,LCD,120231,0,6,6,8,5,1,0,0,0,0,0,0,0,0,3.47,"Bertram, James M"
FIN,527,65672,Mergers & Acquisitions Topics,C,LCD,120231,20,27,7,4,3,0,0,0,0,0,0,0,0,0,3.87,"Almeida, Heitor"
FIN,529,74074,Applied Financial Analysis,G1,LCD,120231,2,14,5,1,2,0,0,0,0,0,0,0,0,0,3.82,"Vitek, Michael A"
FIN,537,74071,Financial Risk Management,0,LCD,120231,5,4,9,8,7,1,0,0,0,0,0,0,0,0,3.51,"Pearson, Neil D"
FIN,537,74070,Financial Risk Management,C,LCD,120231,5,8,15,8,3,1,0,0,0,0,0,0,0,0,3.63,"Pearson, Neil D"
FIN,550,74065,Big Data Analytics in Finance,BA1,LCD,120231,1,8,14,12,5,1,0,0,0,0,0,0,0,0,3.54,"Gao, Xing"
FIN,550,74066,Big Data Analytics in Finance,BA2,LCD,120231,9,15,28,8,1,1,0,0,0,0,0,0,0,0,3.73,"Gao, Xing"
FIN,554,73374,Alg Trading Sys Design & Test,A1,LCD,120231,4,11,6,1,1,0,0,0,0,0,0,0,0,0,3.84,"Peterson, Brian G"
FIN,557,74140,Financial Data Mgt. & Analysis,FD1,LCD,120231,4,8,17,10,3,1,0,0,0,0,0,0,0,0,3.61,"Gao, Xing"
FIN,557,74141,Financial Data Mgt. & Analysis,FD2,LCD,120231,6,15,26,10,9,1,0,0,0,0,0,0,0,0,3.62,"Gao, Xing"
FIN,570,74062,Corporate Finance,IMB,ONL,120231,119,176,117,92,73,41,21,10,5,2,1,1,3,1,3.52,"Almeida, Heitor"
FIN,571,73008,Money and Banking,IMB,ONL,120231,13,127,119,91,76,22,18,5,1,3,0,1,2,1,3.44,"Manouchehri Ira, Rustom D"
FIN,571,73009,Money and Banking,ONL,ONL,120231,2,21,17,9,6,3,0,0,0,0,0,0,1,0,3.57,"Manouchehri Ira, Rustom D"
FIN,573,74408,Investment Banking Concepts,IMB,ONL,120231,79,27,10,4,3,3,1,0,0,0,0,0,0,0,3.88,"Metzger, Robert L"
FIN,574,74807,Microeconomics for Business,IMB,ONL,120231,114,183,70,31,29,9,6,8,3,1,0,0,6,0,3.69,"Miller, Nolan H"
FIN,574,74808,Microeconomics for Business,ONL,ONL,120231,13,23,9,3,4,2,0,2,0,0,0,0,3,0,3.53,"Miller, Nolan H"
FIN,580,69358,Entrepreneurship Thru Acquistn,ETA,LCD,120231,27,11,2,0,0,1,1,0,0,0,0,0,0,0,3.91,"Smith, Mark K"
FIN,580,59305,Adv. Data Sci & Python for Fin,GP2,LCD,120231,5,7,11,10,7,1,1,0,1,0,0,0,0,0,3.47,"Pae, Yuntaek"
FIN,589,74144,Applied Portfolio Management,P2,LCD,120231,2,9,9,1,0,0,0,0,0,0,0,0,0,0,3.83,"Excell, Richard O"
FR,156,75194,Exploring Paris,A,LCD,120231,36,54,3,1,0,0,0,1,0,0,1,0,2,1,3.85,"Maroun, Daniel N"
FSHN,101,73391,The Science of Food,A,OLC,120231,5,26,0,0,14,0,0,4,0,0,1,0,1,0,3.43,"Gist, Toni M"
FSHN,101,32983,The Science of Food,ONL,ONL,120231,3,167,0,0,42,0,0,11,0,0,1,0,1,2,3.68,"Gist, Toni M"
FSHN,120,32987,Contemporary Nutrition,A,LCD,120231,7,132,0,0,35,0,0,14,0,0,6,0,1,0,3.56,"Gist, Toni M"
FSHN,120,57561,Contemporary Nutrition,ONL,ONL,120231,1,292,0,0,136,0,0,28,0,0,9,0,4,0,3.5,"Gist, Toni M"
FSHN,175,70512,Science of Fermented Foods,ONL,ONL,120231,4,42,9,4,10,2,2,0,2,0,0,0,1,0,3.6,"Miller, Michael J"
FSHN,193,74664,Edible Entrepreneurialism,ONL,ONL,120231,4,28,0,1,2,0,0,0,0,1,1,0,0,0,3.77,"Bohn, Dawn M"
FSHN,201,71908,Math for Food Science,A,LEC,120231,8,8,2,2,2,1,3,0,0,0,0,0,0,0,3.6,"Takhar, Pawan S"
FSHN,232,60344,Science of Food Preparation,AL1,OLC,120231,8,15,11,2,3,1,0,0,0,0,0,0,0,0,3.77,"Ma, Sihui"
FSHN,251,72369,Nutritional Physiology II,A,LEC,120231,2,18,0,0,3,0,0,1,0,0,0,0,0,0,3.79,"Amengual Terras, Jaime"
FSHN,260,33027,Raw Materials for Processing,A,LEC,120231,16,8,4,2,1,1,0,0,0,0,0,0,0,0,3.84,"Lee, Youngsoo"
FSHN,322,33030,Nutrition and the Life Cycle,A,LCD,120231,16,11,10,3,5,1,0,0,0,0,0,0,1,0,3.67,"Karduck, Justine M"
FSHN,329,33016,Communication in Nutrition,A,LCD,120231,18,12,0,0,1,0,0,0,0,0,0,0,2,0,3.73,"Karduck, Justine M"
FSHN,418,33029,Food Analysis,A,LEC,120231,5,23,0,3,0,0,0,1,0,0,0,0,1,0,3.76,"Cadwallader, Keith R"
FSHN,427,33031,Biochemical Nutrition II,A,LEC,120231,0,46,0,0,10,0,0,2,0,0,0,0,0,0,3.76,"Chen, Hong"
FSHN,429,70280,Nutrition Assessment & Therapy,A,LEC,120231,23,11,0,2,0,0,0,0,0,0,0,0,0,0,3.96,"Madson, Jessica A"
FSHN,459,70879,Nutr Foc Phys Assessment,AL1,LEC,120231,0,26,0,0,1,0,0,0,0,0,0,0,0,0,3.96,"Madson, Jessica A"
FSHN,471,33039,Food & Industrial Microbiology,L,LEC,120231,0,34,1,3,12,4,3,2,1,0,0,0,1,0,3.43,"Miller, Michael J"
FSHN,472,70272,Applied Food Microbiology,A,LCD,120231,6,11,3,2,1,2,1,0,1,0,0,0,1,0,3.5,"Stasiewicz, Matthew J"
FSHN,481,72749,Food Processing Unit Ops I,A,ONL,120231,0,33,6,6,3,0,0,0,0,0,0,0,0,1,3.81,"Feng, Hao"
GEOL,111,61954,Emergence of Life,A,ONL,120231,22,16,23,17,7,7,4,3,2,3,4,1,17,4,2.86,"Cole, Todd M"
GEOL,117,59021,The Oceans,ONL,ONL,120231,58,72,29,30,25,3,6,4,3,1,2,0,13,1,3.41,"Pettijohn, Justin C"
GEOL,118,58495,Natural Disasters,ONL,ONL,120231,41,39,57,39,26,20,13,7,10,2,8,0,12,1,3.15,"Christie, Max L"
GEOL,440,33546,Sedimentology and Stratigraphy,AL1,LEC,120231,3,9,8,2,1,1,0,0,0,0,0,1,0,0,3.61,"Christie, Max L"
GER,102,33565,Beginning German II,D2,LCD,120231,5,2,7,0,5,0,1,1,1,0,0,0,0,0,3.4,"Schneeberger, Alexandra N"
GER,251,60015,Grimm's Fairy Tales in Context,AD1,DIS,120231,0,21,2,0,2,0,0,0,0,0,0,0,0,0,3.89,"Johnson, Laurie R"
GER,251,60018,Grimm's Fairy Tales in Context,AD2,DIS,120231,5,15,5,3,3,0,0,0,0,0,1,0,0,0,3.7,"Johnson, Laurie R"
GER,251,60021,Grimm's Fairy Tales in Context,AD3,DIS,120231,2,23,2,1,2,1,0,0,0,0,0,0,0,0,3.85,"Johnson, Laurie R"
GER,251,68655,Grimm's Fairy Tales in Context,AD5,DIS,120231,1,21,4,1,2,0,1,1,0,0,0,0,1,0,3.64,"Johnson, Laurie R"
GER,251,68656,Grimm's Fairy Tales in Context,AD6,DIS,120231,3,23,4,0,1,0,0,1,0,0,1,0,0,0,3.78,"Johnson, Laurie R"
GGIS,101,74129,Global Development&Environment,ONL,ONL,120231,161,90,15,9,17,2,2,4,0,1,3,1,2,0,3.79,"Weber, Lauren O"
GGIS,103,74170,Earth's Physical Systems,AL1,LEC,120231,14,19,4,2,2,1,1,0,0,0,0,0,0,0,3.82,"Shukla, Tanya"
GGIS,204,74130,Cities of the World,A,LEC,120231,2,15,2,2,2,1,0,0,0,0,0,0,0,0,3.78,"Butcher, Sian C"
GGIS,210,74174,Social & Environmental Issues,ONL,ONL,120231,35,19,11,8,6,3,2,3,8,0,1,0,10,1,3.15,"Alvarado, Nikolai A"
GGIS,221,74175,Geographies of Global Conflict,AL1,LEC,120231,0,14,0,1,4,2,1,0,2,0,0,0,0,0,3.43,"Jefferson, Brian J"
GGIS,254,74179,"American People, Places, & Env",A,LCD,120231,1,29,10,6,5,2,1,2,0,0,0,0,2,0,3.51,"Cidell, Julie L"
GGIS,350,74181,Sustainability and the City,A,LCD,120231,0,8,0,17,3,0,0,0,0,0,0,0,0,0,3.49,"Wilson, David"
GGIS,379,74182,Introduction to GIS,AE1,LEC,120231,0,8,14,7,8,1,4,2,1,1,3,0,0,0,3.12,"Minn, Michael J"
GGIS,379,74185,Introduction to GIS,ONL,ONL,120231,0,8,9,4,1,1,0,2,0,0,0,0,2,0,3.26,"Minn, Michael J"
GGIS,380,74186,Spatial Problem Solving,A,LBD,120231,0,13,6,4,3,0,0,1,0,0,0,0,0,1,3.64,"Minn, Michael J"
GGIS,403,74453,Geographic Info Sci & Systems,ONL,ONL,120231,0,11,4,1,2,1,0,1,0,0,1,0,1,0,3.35,"Portelli, Raechel A"
GGIS,407,74454,CyberGIS & Geospatial Data Sci,ONL,ONL,120231,3,6,6,9,0,0,1,1,1,0,0,0,0,2,3.48,"Padmanabhan, Anand"
GLBL,100,52239,Intro to Global Studies,A,LCD,120231,7,11,1,0,0,0,2,0,0,1,0,0,2,0,3.4,"Holloway, Ruth E"
GLBL,100,57933,Intro to Global Studies,B,LCD,120231,4,18,3,1,0,0,0,0,0,0,0,0,0,0,3.94,"Holmes, Joshua S"
GLBL,200,58783,Foundations of Research,A,LCD,120231,11,7,2,1,1,0,0,0,0,0,0,0,0,0,3.89,"Schrag, David M"
GLBL,240,73051,Global Health,A,ONL,120231,3,16,1,2,0,1,0,0,1,1,0,0,0,0,3.68,"Bonatti, Valeria"
GLBL,250,58786,Development,A,ONL,120231,7,7,1,4,1,1,0,0,0,0,0,0,0,0,3.75,"Bonatti, Valeria"
GLBL,296,62512,Euro.Sustainability & Degrowth,DS,LCD,120231,14,4,2,0,1,0,0,1,0,0,0,0,0,0,3.83,"Schrag, David M"
GS,101,62727,Exploring General Studies,1,LCD,120231,6,10,3,1,2,0,0,0,0,0,0,0,0,0,3.83,"Singleton, Jasmine N"
GS,102,70727,Prep for 21st Cent Challenges,EE1,LCD,120231,17,8,2,3,1,2,1,2,2,0,2,0,5,0,3.05,"Ellis, Michelle D"
GS,102,70728,Prep for 21st Cent Challenges,EE2,LCD,120231,7,11,3,1,8,3,3,1,2,0,0,1,3,0,3.05,"Ellis, Michelle D"
GSD,101,71760,Intro to Game Studies & Design,AL,OLC,120231,0,74,0,0,11,0,0,1,0,0,0,0,0,2,3.85,"Starks, Katrina M"
GSD,103,71759,The Basics of Game Design,AL,LEC,120231,29,8,0,1,3,2,1,1,0,0,1,2,4,0,3.31,"Butt, Emilie N"
GWS,100,52480,Intro Gender & Women's Studies,AD1,DIS,120231,4,7,1,4,2,0,1,0,0,1,1,0,3,0,2.99,"Gonzalez, Angelica"
GWS,201,71805,"Race, Gender & Power",DVB,LCD,120231,10,12,11,2,3,2,0,1,2,0,0,0,2,0,3.44,"Khan, Mahruq F"
